x,y
1080.0,1902.0
1141.0,2101.0
1530.0,1212.0
988.0,2244.0
958.0,1845.0
791.0,2202.0
1219.0,2336.0
1230.0,1382.0
1785.0,1355.0
1311.0,1365.0
1575.0,1808.0
1407.0,1746.0
1390.0,1620.0
1474.0,2063.0
1789.0,1737.0
1320.0,1726.0
1202.0,2208.0
1782.0,1419.0
1477.0,2323.0
1228.0,1989.0
1087.0,1799.0
1106.0,1706.0
1776.0,2144.0
1451.0,1878.0
1291.0,2338.0
1584.0,1432.0
1655.0,2325.0
1614.0,1628.0
1234.0,1828.0
1422.0,2271.0
1661.0,1791.0
963.0,2105.0
1716.0,2062.0
1617.0,2151.0
1366.0,2094.0
1663.0,1691.0
1749.0,2377.0
1141.0,2315.0
1621.0,2208.0
1481.0,1410.0
1320.0,1857.0
1181.0,1876.0
1535.0,2351.0
1253.0,2148.0
1153.0,1750.0
1381.0,1969.0
1349.0,2174.0
1642.0,1917.0
1411.0,2381.0
1727.0,1882.0
1514.0,1729.0
1717.0,1768.0
1583.0,2051.0
1553.0,1950.0
1354.0,2346.0
1789.0,1841.0
1682.0,2206.0
1683.0,2273.0
1590.0,2327.0
1407.0,1400.0
1812.0,2397.0
1793.0,1992.0
1774.0,2287.0
1149.0,3601.0
1724.0,2291.0
1297.0,1881.0
1801.0,2268.0
1811.0,2261.0
1130.0,1723.0
1788.0,1793.0
1449.0,2339.0
1787.0,1960.0
1772.0,1989.0
4759.0,1840.0
5029.0,1950.0
4507.0,2517.0
4748.0,1990.0
4645.0,2026.0
4496.0,1876.0
4395.0,2540.0
5059.0,2370.0
4172.0,2422.0
4390.0,2397.0
5141.0,2133.0
4616.0,1941.0
4999.0,2218.0
4977.0,1801.0
4259.0,2447.0
5313.0,2122.0
4300.0,2406.0
4779.0,2063.0
4871.0,1871.0
4431.0,2449.0
4592.0,1826.0
4701.0,2543.0
4979.0,2132.0
4668.0,2282.0
4517.0,2111.0
4524.0,2338.0
4609.0,2441.0
4524.0,2000.0
4550.0,2489.0
4747.0,2461.0
4718.0,2500.0
4862.0,2073.0
5137.0,1980.0
4490.0,2222.0
4906.0,2040.0
4910.0,2083.0
4893.0,1605.0
4481.0,2190.0
4605.0,1994.0
4858.0,1980.0
4879.0,1998.0
4726.0,2582.0
2285.0,2385.0
2181.0,1390.0
3184.0,1685.0
3290.0,2220.0
1913.0,1653.0
3305.0,1936.0
3016.0,2052.0
2130.0,2327.0
2947.0,2147.0
2808.0,1944.0
2003.0,1376.0
3067.0,1890.0
2832.0,2299.0
2191.0,2374.0
2729.0,2324.0
2255.0,1599.0
2642.0,1670.0
2975.0,1671.0
3318.0,2410.0
2145.0,1652.0
1996.0,2265.0
2554.0,2292.0
2080.0,1340.0
2497.0,2384.0
2550.0,1828.0
2762.0,1407.0
3059.0,2310.0
3195.0,1929.0
2693.0,2074.0
3224.0,1843.0
2022.0,2365.0
2073.0,2227.0
2841.0,1641.0
1942.0,2334.0
2493.0,1409.0
1868.0,2367.0
3264.0,2102.0
3272.0,1787.0
2910.0,2847.0
2419.0,1613.0
2729.0,1920.0
2354.0,1451.0
2031.0,1642.0
3133.0,1803.0
2771.0,2184.0
3136.0,1992.0
2946.0,1829.0
2668.0,1914.0
1855.0,2245.0
2679.0,1422.0
2340.0,2288.0
2479.0,1719.0
3081.0,1742.0
2781.0,1740.0
2465.0,1845.0
2398.0,2364.0
1874.0,1775.0
2071.0,2126.0
2812.0,2048.0
2698.0,2235.0
2561.0,1432.0
2052.0,1975.0
2260.0,2023.0
2239.0,2327.0
2391.0,1956.0
2728.0,1671.0
2367.0,2067.0
2622.0,1397.0
2938.0,1979.0
2422.0,1405.0
2594.0,2320.0
2240.0,2145.0
1931.0,1918.0
2661.0,1762.0
2315.0,1823.0
1914.0,2173.0
2641.0,2355.0
3029.0,1954.0
2161.0,1787.0
2078.0,1767.0
2157.0,2141.0
2818.0,1782.0
2523.0,1633.0
1949.0,1788.0
2320.0,1987.0
2160.0,2014.0
2540.0,2005.0
2235.0,1721.0
2882.0,1828.0
1955.0,2135.0
2385.0,1714.0
1850.0,1399.0
3019.0,1758.0
2604.0,2077.0
2151.0,1889.0
1982.0,1820.0
2007.0,2104.0
2497.0,2181.0
2469.0,2010.0
2083.0,1866.0
2372.0,1805.0
2812.0,1844.0
1986.0,1916.0
2309.0,1712.0
2586.0,2150.0
2250.0,1777.0
2012.0,1746.0
2653.0,1847.0
2200.0,2015.0
2528.0,2162.0
2498.0,2426.0
1857.0,1746.0
1996.0,1789.0
2231.0,1871.0
2597.0,1426.0
