x,y
1209.0,2337.0
1140.0,2105.0
791.0,2206.0
1784.0,1353.0
1523.0,1213.0
1404.0,1743.0
1076.0,1911.0
957.0,1847.0
1584.0,1434.0
1779.0,1421.0
1319.0,1727.0
1222.0,1989.0
1386.0,1622.0
985.0,2247.0
1311.0,1367.0
1227.0,1387.0
1084.0,1799.0
1476.0,2068.0
951.0,1779.0
1475.0,2327.0
962.0,2111.0
1573.0,1812.0
1791.0,1739.0
1107.0,1706.0
1772.0,2145.0
1606.0,1633.0
1197.0,2216.0
1152.0,1751.0
1618.0,2214.0
1745.0,2379.0
1289.0,2342.0
1447.0,1882.0
1136.0,2313.0
1610.0,2151.0
1248.0,2149.0
1655.0,2325.0
1786.0,1840.0
1718.0,1877.0
1230.0,1834.0
1366.0,2097.0
1427.0,2266.0
1682.0,2208.0
1528.0,2352.0
1318.0,1862.0
1709.0,1768.0
1478.0,1414.0
1349.0,2177.0
1348.0,2350.0
1716.0,2062.0
1667.0,1692.0
1543.0,1956.0
1586.0,2325.0
1410.0,2382.0
1508.0,1723.0
1582.0,2054.0
1080.0,1840.0
1636.0,1905.0
1163.0,1887.0
1774.0,2291.0
1380.0,1970.0
1791.0,1996.0
1650.0,1791.0
1809.0,2401.0
1405.0,1400.0
1679.0,2276.0
1721.0,2293.0
1298.0,1885.0
1811.0,2263.0
1679.0,2287.0
1085.0,1820.0
1130.0,1732.0
1449.0,2339.0
1806.0,1845.0
1649.0,2201.0
1766.0,1958.0
1797.0,2269.0
1437.0,1403.0
4990.0,2213.0
5059.0,2368.0
5131.0,2130.0
5089.0,2035.0
4495.0,1878.0
4503.0,2517.0
4753.0,1840.0
4169.0,2416.0
4750.0,1988.0
5030.0,1948.0
4977.0,1805.0
4393.0,2538.0
4387.0,2399.0
4296.0,2406.0
4777.0,2067.0
4617.0,1941.0
4587.0,1825.0
4522.0,2341.0
4427.0,2448.0
4255.0,2446.0
5311.0,2119.0
4664.0,2282.0
4747.0,2459.0
4607.0,2439.0
4514.0,2109.0
4548.0,2489.0
4513.0,1997.0
4700.0,2544.0
5135.0,1978.0
4863.0,1879.0
4713.0,2496.0
4491.0,2233.0
4856.0,2069.0
4484.0,2185.0
5239.0,1138.0
4882.0,1995.0
4909.0,2073.0
4494.0,2171.0
5274.0,2121.0
4895.0,2025.0
5127.0,1924.0
3180.0,1688.0
1911.0,1658.0
3013.0,2052.0
2940.0,2150.0
3298.0,1938.0
3286.0,2223.0
1998.0,1382.0
3216.0,1848.0
3313.0,2410.0
2128.0,2329.0
2810.0,1944.0
2186.0,2375.0
2252.0,1601.0
3072.0,1888.0
2806.0,2050.0
2720.0,1921.0
2490.0,2392.0
2417.0,1607.0
3266.0,1785.0
2550.0,2293.0
3053.0,2311.0
2077.0,1344.0
2145.0,1654.0
2761.0,1406.0
2180.0,1393.0
2692.0,2077.0
2548.0,1830.0
3079.0,1741.0
1933.0,2334.0
2977.0,1666.0
2724.0,2329.0
2833.0,2299.0
2982.0,2861.0
3131.0,1805.0
1862.0,2368.0
2478.0,1712.0
2491.0,1411.0
3191.0,1934.0
2234.0,2151.0
3137.0,1991.0
2555.0,1431.0
2695.0,2234.0
2026.0,1642.0
3255.0,2099.0
2640.0,1670.0
2840.0,1641.0
1869.0,1783.0
2069.0,2124.0
2771.0,2185.0
2462.0,1850.0
2673.0,1425.0
2774.0,1743.0
2930.0,1978.0
2618.0,1394.0
2733.0,1676.0
2337.0,2288.0
1855.0,2243.0
2023.0,2365.0
2395.0,2365.0
1994.0,2267.0
2046.0,1971.0
2664.0,1922.0
2362.0,2072.0
2411.0,1415.0
2390.0,1953.0
2153.0,2018.0
3027.0,1954.0
1905.0,1411.0
1931.0,1919.0
2348.0,1452.0
2590.0,2323.0
2947.0,1829.0
2640.0,2356.0
2519.0,1636.0
1943.0,1791.0
2320.0,1998.0
2651.0,1767.0
3021.0,1755.0
2152.0,2138.0
1954.0,2136.0
2819.0,1788.0
2308.0,1828.0
2314.0,1719.0
2492.0,2173.0
2378.0,1717.0
2232.0,1741.0
2236.0,2328.0
2251.0,2028.0
2078.0,1862.0
2535.0,2009.0
2599.0,2078.0
2080.0,1777.0
2153.0,1790.0
2880.0,1829.0
2811.0,1848.0
1913.0,2171.0
2005.0,2107.0
2570.0,2138.0
1985.0,1921.0
2458.0,2012.0
1851.0,1404.0
1984.0,1822.0
2007.0,1742.0
2369.0,1802.0
2145.0,1886.0
2246.0,1777.0
2651.0,1846.0
2995.0,1895.0
2203.0,2014.0
2486.0,2416.0
2592.0,1426.0
2228.0,1875.0
