x,y
198.0,997.0
114.0,898.0
170.0,1404.0
587.0,946.0
1857.0,732.0
1769.0,810.0
467.0,1051.0
211.0,846.0
544.0,778.0
603.0,1043.0
1739.0,853.0
167.0,1225.0
71.0,1087.0
45.0,1291.0
197.0,934.0
196.0,1367.0
429.0,976.0
1737.0,968.0
309.0,1018.0
489.0,1242.0
1795.0,1107.0
35.0,1424.0
347.0,837.0
734.0,986.0
368.0,1007.0
472.0,1124.0
432.0,853.0
88.0,1360.0
549.0,897.0
643.0,901.0
1667.0,1995.0
27.0,1195.0
1814.0,969.0
95.0,1009.0
136.0,1456.0
1866.0,868.0
1889.0,982.0
1912.0,923.0
1899.0,1211.0
1909.0,826.0
1899.0,845.0
1902.0,922.0
1899.0,1242.0
37.0,1259.0
67.0,984.0
1629.0,1999.0
1891.0,1228.0
2390.0,1338.0
2082.0,1139.0
2227.0,1132.0
2771.0,1383.0
2459.0,1227.0
2900.0,910.0
2355.0,1250.0
2121.0,797.0
2428.0,1142.0
1955.0,1241.0
2743.0,819.0
2439.0,764.0
2833.0,1383.0
2175.0,707.0
2080.0,1221.0
2832.0,855.0
2361.0,682.0
2578.0,721.0
2548.0,1157.0
2313.0,976.0
2536.0,1674.0
3008.0,979.0
2943.0,1014.0
2553.0,816.0
2541.0,1263.0
2124.0,634.0
2861.0,1096.0
2639.0,735.0
2005.0,1328.0
2401.0,942.0
2350.0,901.0
1957.0,950.0
2548.0,923.0
2267.0,1084.0
2162.0,1205.0
3020.0,1201.0
2313.0,834.0
2846.0,899.0
2251.0,641.0
2692.0,729.0
1979.0,839.0
2541.0,1350.0
2845.0,1242.0
2067.0,834.0
2618.0,849.0
2737.0,1357.0
2896.0,1346.0
2775.0,1208.0
2486.0,1312.0
2601.0,1403.0
2206.0,1047.0
2664.0,1301.0
2938.0,1133.0
2716.0,1226.0
1992.0,707.0
2009.0,929.0
2760.0,1043.0
2374.0,763.0
2491.0,797.0
2410.0,1036.0
2165.0,877.0
2093.0,1055.0
2211.0,819.0
2696.0,851.0
2333.0,1113.0
1980.0,1059.0
2469.0,1005.0
2606.0,1291.0
1943.0,1003.0
2682.0,1345.0
2668.0,1138.0
2154.0,1089.0
2098.0,925.0
2259.0,795.0
2350.0,1071.0
2658.0,1391.0
2522.0,1146.0
