x,y
1604.0,1516.0
1963.0,1768.0
1588.0,1762.0
1562.0,1435.0
1670.0,1313.0
1965.0,819.0
1457.0,1266.0
1961.0,1252.0
1963.0,1432.0
1754.0,1544.0
1820.0,1544.0
1420.0,1356.0
1939.0,1186.0
1446.0,1147.0
1314.0,1756.0
1863.0,930.0
1685.0,1129.0
1431.0,1743.0
1816.0,1767.0
1797.0,985.0
1841.0,1495.0
1620.0,1460.0
1665.0,1762.0
1718.0,1256.0
1879.0,1737.0
1411.0,1493.0
1717.0,814.0
1660.0,851.0
1861.0,995.0
1760.0,1167.0
1605.0,991.0
1550.0,2056.0
1696.0,1410.0
1729.0,878.0
1779.0,1422.0
1706.0,1724.0
1884.0,836.0
1481.0,1493.0
1580.0,889.0
1765.0,1739.0
1851.0,870.0
1950.0,1130.0
1837.0,1392.0
1814.0,946.0
1702.0,930.0
1866.0,1084.0
1873.0,1439.0
1885.0,1018.0
1831.0,1205.0
1641.0,900.0
1963.0,865.0
1726.0,1221.0
1897.0,2036.0
1907.0,1364.0
1793.0,908.0
1691.0,1530.0
1964.0,1704.0
1848.0,1115.0
1705.0,1081.0
1954.0,1054.0
1978.0,1017.0
1789.0,1192.0
1761.0,1087.0
1838.0,1161.0
1919.0,1049.0
1799.0,820.0
1922.0,1503.0
1986.0,922.0
1985.0,2062.0
1961.0,911.0
1965.0,936.0
1924.0,945.0
1976.0,962.0
1943.0,1154.0
1986.0,1232.0
1950.0,960.0
1967.0,950.0
1763.0,827.0
1943.0,1163.0
1472.0,2656.0
2754.0,1762.0
3281.0,1365.0
2891.0,1826.0
3433.0,1457.0
3155.0,1793.0
3108.0,1465.0
2805.0,1898.0
2884.0,942.0
2893.0,1003.0
2330.0,1790.0
3345.0,1453.0
2102.0,1794.0
3116.0,1361.0
2603.0,1797.0
2670.0,959.0
2423.0,872.0
2027.0,1269.0
3285.0,1481.0
2727.0,964.0
3404.0,1390.0
3207.0,1344.0
2804.0,1369.0
2416.0,1704.0
2627.0,1695.0
2298.0,1056.0
2710.0,1448.0
2895.0,1378.0
2625.0,1414.0
3008.0,1313.0
2170.0,1739.0
2234.0,1358.0
2609.0,1064.0
2261.0,1116.0
2116.0,1290.0
2142.0,890.0
2676.0,1800.0
2815.0,975.0
2443.0,960.0
2508.0,1755.0
2036.0,1422.0
2776.0,1477.0
2082.0,768.0
2228.0,1031.0
2178.0,1287.0
3179.0,1403.0
2458.0,1452.0
2448.0,1529.0
2314.0,982.0
2405.0,974.0
3242.0,1441.0
2039.0,993.0
2040.0,956.0
2293.0,848.0
2052.0,1760.0
2203.0,1306.0
2482.0,885.0
2415.0,1141.0
2362.0,2285.0
2538.0,1345.0
2685.0,1363.0
2740.0,1115.0
2600.0,1017.0
2853.0,1517.0
2541.0,1624.0
2551.0,1719.0
2473.0,1785.0
2161.0,1030.0
2784.0,943.0
2524.0,1054.0
2930.0,1503.0
2638.0,1479.0
3038.0,1406.0
2545.0,958.0
2228.0,940.0
2266.0,861.0
2216.0,918.0
2598.0,1513.0
2048.0,825.0
2388.0,1113.0
2572.0,883.0
2327.0,1709.0
3079.0,1427.0
2026.0,2059.0
2464.0,1370.0
2322.0,1577.0
2219.0,1452.0
2948.0,1343.0
2151.0,1123.0
2479.0,944.0
2114.0,1390.0
2085.0,861.0
3004.0,1501.0
2177.0,1417.0
2219.0,755.0
2148.0,1486.0
2105.0,1050.0
2317.0,1033.0
2061.0,934.0
2044.0,1149.0
2063.0,1230.0
2374.0,1042.0
2844.0,1415.0
2601.0,922.0
2684.0,1468.0
2327.0,2120.0
2348.0,1384.0
2322.0,1749.0
2331.0,934.0
2469.0,1022.0
2739.0,1381.0
2104.0,974.0
2143.0,837.0
2400.0,1454.0
2145.0,985.0
2032.0,1066.0
2135.0,1770.0
2271.0,1407.0
2337.0,865.0
2697.0,1689.0
2342.0,1460.0
2546.0,1479.0
2233.0,1490.0
2183.0,1170.0
2518.0,1430.0
2048.0,898.0
2097.0,1451.0
2570.0,1369.0
2205.0,1014.0
2281.0,1486.0
2151.0,909.0
2992.0,1424.0
2455.0,1682.0
2944.0,1424.0
2283.0,944.0
2622.0,1357.0
2022.0,1755.0
2429.0,1053.0
3236.0,1419.0
2807.0,1437.0
2248.0,1080.0
2211.0,858.0
2547.0,934.0
2900.0,1426.0
2529.0,1455.0
2023.0,1722.0
2632.0,1451.0
