x,y
1895.0,763.0
932.0,724.0
1055.0,744.0
1768.0,671.0
2235.0,592.0
2245.0,714.0
875.0,691.0
1652.0,584.0
1683.0,612.0
1866.0,691.0
1288.0,631.0
1027.0,539.0
2145.0,534.0
1591.0,568.0
1432.0,609.0
2043.0,438.0
1343.0,700.0
1738.0,632.0
731.0,495.0
2271.0,373.0
1140.0,498.0
1982.0,304.0
2292.0,532.0
1354.0,581.0
1270.0,491.0
1986.0,761.0
1915.0,518.0
2145.0,681.0
1993.0,401.0
1548.0,548.0
1377.0,399.0
1861.0,625.0
1786.0,452.0
1697.0,227.0
2200.0,462.0
1991.0,364.0
966.0,517.0
2128.0,725.0
1907.0,313.0
1181.0,757.0
1938.0,362.0
1405.0,502.0
1710.0,486.0
1094.0,681.0
1184.0,533.0
1092.0,477.0
1287.0,450.0
1363.0,451.0
1673.0,530.0
1856.0,281.0
1179.0,505.0
1215.0,606.0
2284.0,580.0
1768.0,483.0
2031.0,482.0
1755.0,308.0
974.0,431.0
1456.0,391.0
1926.0,633.0
1818.0,207.0
1815.0,571.0
1864.0,519.0
1665.0,288.0
1605.0,480.0
1378.0,471.0
1569.0,277.0
1188.0,439.0
1268.0,548.0
1227.0,690.0
1961.0,267.0
1849.0,348.0
1722.0,253.0
1630.0,252.0
1444.0,359.0
2058.0,564.0
1543.0,352.0
1400.0,376.0
1504.0,232.0
1333.0,299.0
1358.0,532.0
1390.0,310.0
1487.0,351.0
1848.0,418.0
1494.0,309.0
1521.0,410.0
2139.0,614.0
1819.0,227.0
2016.0,734.0
1920.0,456.0
1605.0,229.0
2136.0,647.0
1210.0,557.0
1218.0,380.0
1496.0,488.0
1571.0,251.0
2137.0,490.0
1291.0,388.0
1777.0,416.0
1979.0,658.0
1554.0,331.0
1784.0,324.0
1120.0,438.0
403.0,675.0
1511.0,281.0
1546.0,424.0
1852.0,310.0
1601.0,341.0
1984.0,591.0
1442.0,253.0
1388.0,330.0
1715.0,305.0
1335.0,276.0
1462.0,534.0
1901.0,419.0
1440.0,283.0
1631.0,324.0
1717.0,351.0
2061.0,697.0
1748.0,555.0
1846.0,335.0
1298.0,407.0
1397.0,254.0
1539.0,249.0
1830.0,386.0
1697.0,383.0
1635.0,433.0
2034.0,691.0
1799.0,525.0
1639.0,371.0
2171.0,598.0
1348.0,365.0
1688.0,420.0
1347.0,326.0
1969.0,543.0
1281.0,313.0
1492.0,263.0
1559.0,314.0
1913.0,448.0
1454.0,434.0
1844.0,241.0
1577.0,388.0
1848.0,548.0
1830.0,259.0
1789.0,376.0
1367.0,270.0
1417.0,279.0
1193.0,395.0
1620.0,410.0
1768.0,268.0
1425.0,302.0
1994.0,501.0
1689.0,465.0
1438.0,320.0
1590.0,454.0
1974.0,493.0
1863.0,383.0
1519.0,455.0
1648.0,272.0
1496.0,536.0
1594.0,358.0
1568.0,478.0
1517.0,499.0
1691.0,321.0
1540.0,439.0
1461.0,471.0
2001.0,646.0
1490.0,470.0
1695.0,402.0
1664.0,466.0
1942.0,490.0
1332.0,288.0
1487.0,558.0
1430.0,294.0
1925.0,474.0
1336.0,314.0
1919.0,518.0
1594.0,377.0
1815.0,540.0
1381.0,521.0
1508.0,294.0
1354.0,549.0
1873.0,305.0
1989.0,544.0
1326.0,545.0
2058.0,528.0
1960.0,637.0
1395.0,321.0
1280.0,357.0
1247.0,419.0
2138.0,604.0
1411.0,318.0
1518.0,257.0
