x,y
1392.0,1271.0
1368.0,1948.0
1825.0,1017.0
1449.0,2226.0
1721.0,1455.0
1197.0,2232.0
1153.0,1773.0
1310.0,1851.0
1374.0,2231.0
1700.0,1094.0
1423.0,1697.0
1938.0,2212.0
1435.0,1107.0
1689.0,2167.0
1384.0,1879.0
1420.0,1479.0
1508.0,1517.0
1843.0,2542.0
1376.0,1155.0
1499.0,2169.0
1688.0,1724.0
1281.0,1214.0
1627.0,1897.0
1166.0,1525.0
1800.0,2195.0
1184.0,1665.0
1613.0,1955.0
1738.0,1599.0
1565.0,2189.0
1612.0,1308.0
1620.0,2222.0
1063.0,2262.0
1545.0,1256.0
1906.0,1157.0
1620.0,1775.0
1933.0,1322.0
1454.0,1175.0
1349.0,1211.0
1657.0,1827.0
1228.0,1930.0
1741.0,2530.0
1522.0,1210.0
1637.0,1335.0
1537.0,1958.0
1364.0,2603.0
1881.0,2183.0
1149.0,1930.0
1967.0,1187.0
1975.0,1116.0
1480.0,1631.0
1778.0,1251.0
1773.0,1287.0
1848.0,1563.0
1874.0,1261.0
1800.0,2121.0
1901.0,1634.0
1706.0,1524.0
1597.0,1224.0
1815.0,1217.0
1593.0,1516.0
1614.0,1115.0
1557.0,1812.0
1795.0,1381.0
1601.0,1447.0
1793.0,1089.0
1462.0,1808.0
1718.0,1369.0
1956.0,1705.0
1621.0,1413.0
1871.0,1351.0
1914.0,1747.0
1752.0,1809.0
1961.0,1847.0
1527.0,1114.0
1827.0,1788.0
1669.0,1366.0
1304.0,1455.0
1953.0,1483.0
1539.0,1303.0
1898.0,1095.0
1845.0,1137.0
1804.0,1471.0
1930.0,1431.0
1977.0,1769.0
1499.0,1427.0
1590.0,1560.0
1417.0,1187.0
1795.0,1609.0
1466.0,1952.0
1904.0,1818.0
1594.0,1162.0
1712.0,1887.0
1717.0,1147.0
1742.0,1347.0
1540.0,1541.0
1480.0,1591.0
1671.0,1242.0
1923.0,1189.0
1970.0,987.0
1964.0,1630.0
1986.0,2108.0
1911.0,1270.0
1439.0,1423.0
1972.0,1304.0
1783.0,1190.0
1972.0,1219.0
1708.0,1214.0
1849.0,1389.0
1984.0,1341.0
1834.0,1368.0
1554.0,1153.0
1985.0,1636.0
3148.0,1600.0
2026.0,2146.0
2783.0,1784.0
2625.0,1780.0
2977.0,1738.0
3217.0,1699.0
2039.0,1699.0
3306.0,1688.0
2705.0,1224.0
3273.0,1617.0
2165.0,1710.0
2414.0,1319.0
3108.0,1686.0
2272.0,2077.0
2039.0,1112.0
2322.0,1318.0
2223.0,2571.0
2782.0,2159.0
3159.0,1739.0
2058.0,1411.0
3065.0,1592.0
2643.0,1656.0
2229.0,1216.0
3036.0,1650.0
2085.0,1341.0
2524.0,1650.0
2694.0,1156.0
2472.0,1195.0
2366.0,1653.0
2404.0,1272.0
2499.0,2042.0
2389.0,1966.0
2695.0,1710.0
2716.0,1812.0
2619.0,1198.0
2034.0,1808.0
2740.0,1648.0
2646.0,2117.0
2528.0,1192.0
2180.0,2177.0
2474.0,2162.0
2866.0,1780.0
2413.0,1810.0
2366.0,2127.0
2289.0,1778.0
2854.0,1566.0
2552.0,2160.0
2661.0,1736.0
2892.0,1667.0
2060.0,1099.0
2407.0,2071.0
3043.0,2094.0
2099.0,1253.0
2587.0,1166.0
2973.0,1607.0
2477.0,1784.0
2163.0,1319.0
2855.0,1695.0
2195.0,1238.0
2554.0,1757.0
2945.0,1688.0
2570.0,2026.0
2554.0,1368.0
2342.0,1180.0
2215.0,1430.0
2198.0,1113.0
2032.0,1201.0
2332.0,2159.0
2357.0,1117.0
2155.0,1164.0
2274.0,1196.0
2176.0,2083.0
2100.0,1308.0
2265.0,1125.0
2084.0,1747.0
2186.0,1396.0
2160.0,1934.0
2794.0,1601.0
2287.0,1864.0
2496.0,1882.0
2578.0,1670.0
2122.0,1112.0
2023.0,1310.0
2525.0,1780.0
2700.0,2197.0
2163.0,1804.0
2222.0,1789.0
2296.0,1681.0
2303.0,2035.0
2262.0,1285.0
2051.0,1375.0
2339.0,1209.0
2345.0,1758.0
2457.0,1711.0
2055.0,1212.0
2406.0,1679.0
2104.0,1841.0
2180.0,2137.0
2059.0,1849.0
2336.0,1075.0
2392.0,1155.0
2406.0,2568.0
2450.0,1656.0
2222.0,1320.0
2111.0,1198.0
2757.0,1699.0
2799.0,1690.0
2017.0,1663.0
2291.0,1297.0
2409.0,1299.0
