x,y
404.0,740.0
252.0,671.0
602.0,679.0
447.0,734.0
231.0,661.0
790.0,650.0
550.0,713.0
878.0,612.0
150.0,683.0
356.0,712.0
424.0,807.0
525.0,779.0
336.0,653.0
745.0,536.0
711.0,682.0
505.0,719.0
614.0,690.0
833.0,634.0
995.0,524.0
821.0,607.0
737.0,665.0
880.0,541.0
616.0,609.0
1139.0,452.0
659.0,742.0
1325.0,430.0
639.0,686.0
1155.0,485.0
1346.0,397.0
969.0,578.0
1212.0,433.0
207.0,675.0
525.0,712.0
523.0,671.0
1684.0,354.0
899.0,494.0
445.0,602.0
427.0,660.0
702.0,666.0
934.0,505.0
625.0,662.0
756.0,570.0
917.0,536.0
1043.0,497.0
1328.0,409.0
785.0,636.0
726.0,566.0
274.0,673.0
862.0,622.0
739.0,599.0
1017.0,522.0
589.0,711.0
825.0,510.0
1263.0,414.0
476.0,723.0
659.0,687.0
747.0,585.0
1780.0,327.0
91.0,724.0
586.0,647.0
456.0,694.0
724.0,634.0
655.0,557.0
1160.0,430.0
980.0,485.0
904.0,543.0
1834.0,303.0
1573.0,404.0
181.0,678.0
524.0,630.0
319.0,656.0
801.0,525.0
931.0,526.0
1625.0,327.0
1179.0,434.0
446.0,717.0
785.0,521.0
112.0,692.0
388.0,636.0
1418.0,391.0
617.0,583.0
975.0,529.0
588.0,614.0
1618.0,388.0
758.0,634.0
682.0,646.0
695.0,640.0
767.0,563.0
338.0,619.0
412.0,724.0
699.0,584.0
1193.0,470.0
1650.0,319.0
1798.0,320.0
549.0,682.0
1426.0,360.0
825.0,524.0
1358.0,415.0
956.0,525.0
708.0,558.0
746.0,659.0
296.0,669.0
505.0,697.0
377.0,711.0
785.0,569.0
667.0,661.0
1102.0,461.0
811.0,568.0
266.0,674.0
1678.0,365.0
767.0,534.0
547.0,582.0
430.0,715.0
1664.0,318.0
1572.0,326.0
374.0,624.0
1299.0,418.0
565.0,680.0
559.0,624.0
590.0,678.0
808.0,578.0
830.0,569.0
379.0,661.0
529.0,584.0
944.0,492.0
1231.0,432.0
1166.0,474.0
590.0,580.0
1295.0,429.0
685.0,574.0
613.0,559.0
360.0,646.0
407.0,632.0
1810.0,308.0
916.0,513.0
397.0,657.0
571.0,764.0
1204.0,409.0
419.0,648.0
1532.0,339.0
1286.0,403.0
664.0,597.0
646.0,652.0
400.0,703.0
349.0,658.0
661.0,578.0
887.0,516.0
438.0,630.0
779.0,552.0
1548.0,362.0
1406.0,397.0
1450.0,360.0
1056.0,483.0
1766.0,269.0
506.0,582.0
1273.0,434.0
842.0,538.0
542.0,617.0
1414.0,375.0
576.0,579.0
1067.0,480.0
1807.0,318.0
552.0,703.0
1590.0,346.0
470.0,618.0
1079.0,479.0
387.0,730.0
1407.0,358.0
1127.0,469.0
1152.0,440.0
387.0,720.0
1241.0,416.0
467.0,606.0
714.0,589.0
1402.0,363.0
730.0,577.0
646.0,562.0
483.0,633.0
832.0,546.0
1615.0,324.0
842.0,561.0
639.0,581.0
1124.0,465.0
1085.0,503.0
835.0,550.0
1149.0,449.0
549.0,593.0
486.0,609.0
589.0,605.0
1201.0,418.0
774.0,567.0
592.0,760.0
643.0,570.0
1411.0,368.0
542.0,691.0
850.0,525.0
644.0,676.0
510.0,584.0
1437.0,348.0
555.0,679.0
410.0,712.0
1059.0,513.0
1325.0,421.0
1249.0,423.0
517.0,582.0
648.0,578.0
588.0,588.0
1328.0,393.0
217.0,674.0
529.0,577.0
1159.0,476.0
1567.0,335.0
395.0,738.0
491.0,642.0
448.0,651.0
583.0,668.0
505.0,620.0
