x,y
1747.0,791.0
476.0,775.0
499.0,804.0
1153.0,838.0
372.0,787.0
1162.0,782.0
1131.0,792.0
1284.0,743.0
859.0,761.0
1251.0,755.0
1011.0,871.0
992.0,769.0
464.0,835.0
1742.0,748.0
1812.0,756.0
821.0,849.0
671.0,788.0
932.0,841.0
1279.0,835.0
442.0,786.0
734.0,764.0
1202.0,737.0
1879.0,720.0
1401.0,781.0
1033.0,784.0
1624.0,754.0
1857.0,787.0
1422.0,804.0
1897.0,769.0
1460.0,796.0
696.0,768.0
754.0,785.0
188.0,815.0
1509.0,798.0
1431.0,735.0
906.0,736.0
1564.0,743.0
830.0,809.0
1374.0,840.0
785.0,774.0
606.0,770.0
1488.0,771.0
1104.0,823.0
401.0,790.0
1346.0,783.0
894.0,806.0
924.0,781.0
1066.0,748.0
1802.0,730.0
644.0,775.0
1376.0,775.0
520.0,779.0
1067.0,808.0
1239.0,805.0
550.0,773.0
1203.0,807.0
1031.0,839.0
1905.0,830.0
864.0,808.0
960.0,780.0
969.0,846.0
821.0,770.0
993.0,825.0
1601.0,775.0
1073.0,870.0
1831.0,773.0
1314.0,819.0
1010.0,1027.0
1419.0,1001.0
1789.0,1039.0
1307.0,791.0
1586.0,774.0
936.0,789.0
586.0,773.0
794.0,777.0
472.0,777.0
512.0,777.0
747.0,776.0
