x,y
1362.0,2007.0
1439.0,1756.0
1414.0,2294.0
1303.0,2681.0
1201.0,1706.0
1319.0,1904.0
1338.0,2304.0
1757.0,1532.0
1667.0,2262.0
1164.0,1814.0
1379.0,1936.0
1624.0,1853.0
1164.0,2284.0
1506.0,1146.0
1904.0,1086.0
1957.0,1526.0
1496.0,1690.0
1627.0,1974.0
1767.0,1159.0
1654.0,1287.0
1195.0,1557.0
1615.0,1629.0
1871.0,1649.0
1663.0,1912.0
1448.0,1323.0
1036.0,2304.0
1776.0,2299.0
1458.0,1537.0
1763.0,1683.0
1562.0,1883.0
1478.0,2247.0
1913.0,2330.0
1341.0,1254.0
1540.0,2272.0
1875.0,1298.0
1223.0,1973.0
1389.0,1408.0
1465.0,1874.0
1738.0,1602.0
1649.0,1227.0
1402.0,1259.0
1600.0,1313.0
1602.0,2037.0
1699.0,1810.0
1147.0,1977.0
1922.0,1347.0
1968.0,1956.0
1659.0,1484.0
1914.0,1714.0
1723.0,1313.0
1590.0,1366.0
1758.0,1901.0
1597.0,1160.0
1927.0,1853.0
1966.0,1802.0
1516.0,1227.0
1972.0,1422.0
1543.0,1575.0
1780.0,2218.0
1825.0,1367.0
1951.0,2306.0
1594.0,2312.0
1775.0,1210.0
1841.0,1557.0
1678.0,1411.0
1576.0,1264.0
1757.0,1443.0
1533.0,1485.0
1682.0,1176.0
1962.0,1236.0
1834.0,1883.0
1859.0,1157.0
1960.0,1171.0
1635.0,1517.0
1566.0,1604.0
1922.0,1440.0
1906.0,1919.0
1710.0,1975.0
1682.0,2641.0
1658.0,1371.0
1860.0,2292.0
1714.0,1439.0
1629.0,1579.0
1819.0,1693.0
1842.0,1265.0
1839.0,1327.0
1908.0,1215.0
1845.0,2609.0
1979.0,2260.0
1533.0,2031.0
1843.0,1463.0
1458.0,2022.0
1965.0,1281.0
1984.0,1738.0
1970.0,1582.0
1987.0,1864.0
1501.0,1648.0
1965.0,1356.0
1767.0,1276.0
1450.0,1201.0
1467.0,1228.0
1435.0,1207.0
1888.0,1461.0
3280.0,1909.0
3373.0,1897.0
2786.0,1366.0
3023.0,1926.0
2810.0,1964.0
3345.0,1827.0
3211.0,1792.0
2166.0,2318.0
2056.0,1410.0
2095.0,1516.0
3125.0,1779.0
2462.0,1394.0
2059.0,1809.0
2788.0,2350.0
3096.0,1844.0
2359.0,2281.0
3031.0,1796.0
2026.0,1773.0
2776.0,1299.0
2656.0,1948.0
2472.0,1447.0
2038.0,1575.0
3213.0,1941.0
2262.0,2220.0
2467.0,2322.0
2651.0,2295.0
2943.0,1846.0
2181.0,1831.0
2295.0,1323.0
2993.0,1872.0
2380.0,1438.0
2780.0,1811.0
2495.0,2201.0
2138.0,1444.0
2900.0,1962.0
2904.0,1738.0
2295.0,2001.0
2700.0,2384.0
2685.0,1815.0
2398.0,2118.0
2543.0,2325.0
2487.0,1862.0
2542.0,1318.0
2066.0,1305.0
2608.0,2046.0
2407.0,2228.0
3059.0,2308.0
2603.0,1324.0
2020.0,1697.0
2428.0,1954.0
2056.0,1273.0
2157.0,1351.0
2696.0,1339.0
2307.0,1915.0
3163.0,1893.0
2664.0,1294.0
2497.0,1937.0
2176.0,2769.0
2368.0,2748.0
2614.0,1510.0
2396.0,1791.0
2256.0,1544.0
2341.0,1803.0
2560.0,1796.0
2316.0,2311.0
2734.0,1874.0
2255.0,1341.0
2111.0,1202.0
2582.0,1910.0
2043.0,1919.0
2573.0,2200.0
2160.0,2060.0
2057.0,1066.0
2043.0,1202.0
2133.0,1186.0
2267.0,1208.0
2216.0,1429.0
2614.0,1826.0
2741.0,1985.0
2844.0,1769.0
2098.0,1864.0
2238.0,1922.0
2415.0,1184.0
2686.0,1896.0
2897.0,1877.0
2338.0,1229.0
2412.0,1297.0
2339.0,1306.0
2040.0,1390.0
2317.0,1398.0
2484.0,1793.0
2546.0,1938.0
2154.0,1412.0
2166.0,2269.0
2019.0,2265.0
2176.0,1927.0
2166.0,2222.0
2431.0,1231.0
2112.0,1960.0
2235.0,1512.0
2220.0,1264.0
2189.0,1206.0
2468.0,1273.0
2062.0,1967.0
2423.0,1818.0
2118.0,1308.0
2300.0,2184.0
2412.0,1326.0
2016.0,1872.0
2275.0,1440.0
2836.0,1862.0
2348.0,1415.0
2079.0,1472.0
2803.0,1865.0
2373.0,1321.0
2969.0,1859.0
2045.0,1210.0
