x,y
1676.0,1080.0
1766.0,1115.0
2068.0,991.0
2290.0,885.0
2098.0,915.0
2355.0,579.0
2298.0,655.0
1755.0,760.0
1520.0,415.0
2307.0,833.0
1824.0,493.0
1548.0,806.0
1773.0,333.0
1920.0,650.0
1601.0,575.0
1839.0,362.0
1988.0,875.0
1884.0,609.0
1837.0,515.0
1701.0,880.0
1915.0,1001.0
1850.0,586.0
1664.0,1051.0
2245.0,1103.0
1789.0,973.0
1992.0,565.0
1738.0,470.0
1845.0,671.0
1873.0,1044.0
1610.0,988.0
1782.0,921.0
1657.0,408.0
2076.0,704.0
2270.0,761.0
1958.0,1019.0
1565.0,715.0
1947.0,962.0
2031.0,939.0
1908.0,377.0
1494.0,780.0
1932.0,455.0
1746.0,851.0
1741.0,1009.0
1862.0,900.0
1658.0,990.0
1970.0,824.0
2080.0,773.0
1925.0,423.0
1790.0,834.0
1840.0,548.0
1760.0,529.0
1499.0,905.0
1566.0,656.0
2135.0,709.0
1593.0,1103.0
1548.0,849.0
1608.0,852.0
1749.0,1064.0
1975.0,297.0
1798.0,669.0
2004.0,464.0
2228.0,696.0
1752.0,716.0
2229.0,776.0
1994.0,531.0
1765.0,1021.0
2091.0,811.0
1490.0,666.0
1694.0,667.0
1734.0,983.0
1741.0,585.0
1711.0,333.0
1884.0,328.0
1873.0,425.0
1763.0,432.0
1802.0,857.0
1986.0,422.0
1571.0,876.0
2073.0,651.0
1444.0,798.0
1832.0,453.0
1684.0,951.0
2136.0,775.0
1804.0,344.0
1787.0,688.0
1986.0,635.0
2163.0,955.0
2022.0,382.0
2043.0,839.0
1844.0,886.0
1427.0,844.0
1996.0,354.0
1838.0,982.0
1747.0,318.0
2520.0,1011.0
1838.0,411.0
1651.0,537.0
1784.0,1059.0
1822.0,1076.0
1744.0,620.0
1967.0,346.0
1556.0,748.0
1922.0,858.0
1549.0,954.0
1792.0,597.0
1718.0,410.0
1629.0,617.0
1944.0,689.0
1865.0,845.0
1691.0,563.0
1589.0,1037.0
1734.0,534.0
1726.0,925.0
1942.0,386.0
1693.0,621.0
2630.0,463.0
1574.0,919.0
1666.0,791.0
1706.0,1132.0
1876.0,813.0
1997.0,739.0
1987.0,1004.0
2107.0,953.0
1927.0,773.0
1948.0,725.0
1663.0,661.0
1986.0,602.0
1858.0,338.0
2079.0,878.0
1888.0,944.0
1772.0,505.0
1932.0,586.0
1766.0,393.0
1870.0,768.0
2175.0,1023.0
1933.0,333.0
2150.0,698.0
1943.0,527.0
2023.0,738.0
1930.0,495.0
1946.0,940.0
1828.0,725.0
1696.0,762.0
1735.0,659.0
1984.0,799.0
1883.0,679.0
1956.0,914.0
2099.0,855.0
1625.0,720.0
1999.0,669.0
1701.0,721.0
1987.0,496.0
1844.0,628.0
1900.0,540.0
1690.0,819.0
1618.0,751.0
1653.0,680.0
1749.0,811.0
1654.0,868.0
1991.0,774.0
1927.0,620.0
1897.0,730.0
2046.0,713.0
1778.0,772.0
2054.0,726.0
1613.0,788.0
1819.0,1024.0
1686.0,710.0
1633.0,788.0
1844.0,741.0
1656.0,783.0
1865.0,743.0
1959.0,634.0
1957.0,747.0
1746.0,418.0
1622.0,770.0
1584.0,684.0
1680.0,781.0
1861.0,863.0
1650.0,787.0
