x,y
1455.0,2241.0
1158.0,1945.0
1754.0,1610.0
1433.0,1709.0
1371.0,1957.0
1319.0,1862.0
1843.0,1022.0
1729.0,1467.0
1504.0,2185.0
1377.0,2251.0
1392.0,1892.0
1197.0,2243.0
1308.0,1493.0
1454.0,1118.0
1807.0,2136.0
1946.0,2235.0
1858.0,2560.0
1727.0,1157.0
1641.0,1912.0
1667.0,1841.0
1357.0,1217.0
1171.0,1529.0
1802.0,2209.0
1967.0,1865.0
1543.0,1968.0
1859.0,1578.0
1400.0,1289.0
1195.0,1670.0
1387.0,1159.0
1610.0,1233.0
1430.0,1487.0
1924.0,1170.0
1692.0,2184.0
1627.0,2249.0
1717.0,1098.0
1608.0,1169.0
1716.0,1535.0
1757.0,1824.0
1878.0,1274.0
1297.0,1222.0
1823.0,1222.0
1627.0,1790.0
1693.0,1744.0
1925.0,1759.0
1645.0,1347.0
1610.0,1456.0
1567.0,2205.0
1562.0,1265.0
1067.0,2276.0
1632.0,1119.0
1160.0,1783.0
1802.0,1253.0
1522.0,1524.0
1809.0,1095.0
1559.0,1824.0
1553.0,1315.0
1887.0,2199.0
1465.0,1822.0
1630.0,1421.0
1230.0,1940.0
1917.0,1105.0
1535.0,1115.0
1949.0,1329.0
1799.0,1196.0
1793.0,1302.0
1617.0,1971.0
1490.0,1643.0
1743.0,2551.0
1914.0,1648.0
1537.0,1212.0
1939.0,1440.0
1600.0,1571.0
1716.0,1906.0
1606.0,1521.0
1960.0,1495.0
1912.0,1833.0
1981.0,1636.0
1683.0,1374.0
1474.0,1957.0
1890.0,1362.0
1510.0,1432.0
1351.0,2614.0
1969.0,2197.0
1804.0,1618.0
1936.0,1198.0
1486.0,1598.0
1840.0,1805.0
1748.0,1361.0
1964.0,1713.0
1728.0,1377.0
1859.0,1146.0
1973.0,1205.0
1813.0,1485.0
1810.0,1392.0
1682.0,1249.0
1553.0,1553.0
1482.0,1188.0
1454.0,1432.0
1929.0,1275.0
1983.0,1770.0
1976.0,990.0
1723.0,1222.0
1433.0,1202.0
1978.0,1320.0
1866.0,1398.0
1973.0,1344.0
1979.0,1242.0
1842.0,1383.0
1982.0,2140.0
1477.0,1436.0
3169.0,1624.0
2039.0,1217.0
2756.0,1672.0
2728.0,1241.0
2031.0,2161.0
3244.0,1727.0
2996.0,1761.0
3062.0,1679.0
3332.0,1710.0
2279.0,2098.0
2996.0,1638.0
2073.0,1429.0
3298.0,1643.0
2667.0,1671.0
3132.0,1723.0
3087.0,1612.0
2189.0,2202.0
2102.0,1352.0
2341.0,1332.0
2556.0,2184.0
2640.0,1211.0
2712.0,1734.0
3185.0,1760.0
2436.0,1336.0
2248.0,1228.0
3061.0,2126.0
2484.0,2184.0
2508.0,2070.0
2885.0,1809.0
2803.0,2189.0
2717.0,2227.0
2365.0,1778.0
2721.0,1173.0
2538.0,1673.0
2802.0,1808.0
2640.0,1801.0
2491.0,1206.0
2660.0,2136.0
2212.0,1249.0
2360.0,1196.0
2177.0,1732.0
2112.0,1263.0
2344.0,2184.0
2480.0,1726.0
2294.0,1206.0
2283.0,1134.0
2303.0,1799.0
2578.0,1389.0
2483.0,1897.0
2027.0,1648.0
2380.0,1669.0
2423.0,2098.0
2967.0,1708.0
2609.0,1175.0
2047.0,1714.0
2379.0,2148.0
2590.0,2055.0
2732.0,1839.0
2229.0,1447.0
2053.0,1122.0
2553.0,1206.0
2377.0,1129.0
2298.0,1885.0
2914.0,1692.0
2036.0,1327.0
2404.0,1989.0
2572.0,1779.0
2180.0,1332.0
2880.0,1590.0
2426.0,1284.0
2041.0,1825.0
2115.0,1860.0
2425.0,1823.0
2216.0,1125.0
2174.0,1826.0
2541.0,1802.0
2494.0,1801.0
2081.0,1109.0
2595.0,1695.0
2196.0,1409.0
2675.0,1754.0
2094.0,1772.0
2182.0,2106.0
2419.0,1171.0
2322.0,1707.0
2174.0,1174.0
2235.0,1809.0
2163.0,1955.0
2211.0,2611.0
2186.0,2159.0
2034.0,1177.0
2471.0,1676.0
2816.0,1616.0
2317.0,2059.0
2059.0,1391.0
2358.0,1089.0
2134.0,1124.0
2069.0,1228.0
2309.0,1318.0
2416.0,2603.0
2061.0,1864.0
2776.0,1721.0
2368.0,1225.0
2128.0,1207.0
2815.0,1711.0
2239.0,1333.0
2422.0,1702.0
2362.0,2166.0
2017.0,1289.0
2299.0,1308.0
2430.0,2612.0
