x,y
576.0,689.0
536.0,683.0
927.0,667.0
1060.0,657.0
1294.0,469.0
452.0,709.0
996.0,599.0
1509.0,302.0
1759.0,319.0
1620.0,541.0
1699.0,887.0
1589.0,638.0
1215.0,711.0
1837.0,539.0
1635.0,729.0
514.0,574.0
1630.0,505.0
25.0,546.0
1193.0,397.0
1355.0,533.0
1870.0,608.0
1149.0,703.0
323.0,535.0
249.0,537.0
669.0,592.0
1844.0,354.0
87.0,563.0
721.0,592.0
523.0,389.0
1342.0,352.0
1586.0,360.0
1232.0,476.0
1444.0,492.0
1275.0,712.0
1472.0,421.0
319.0,598.0
345.0,585.0
575.0,610.0
209.0,601.0
1544.0,299.0
1419.0,705.0
1579.0,489.0
1154.0,625.0
1683.0,510.0
850.0,582.0
1465.0,335.0
1703.0,742.0
1382.0,304.0
1614.0,593.0
1202.0,362.0
487.0,391.0
1397.0,684.0
1365.0,375.0
838.0,629.0
1301.0,814.0
1467.0,720.0
376.0,559.0
647.0,545.0
1242.0,445.0
1708.0,441.0
560.0,411.0
878.0,611.0
23.0,623.0
1471.0,812.0
1598.0,720.0
1789.0,845.0
447.0,552.0
1230.0,648.0
1343.0,477.0
1734.0,458.0
1754.0,570.0
1397.0,427.0
1871.0,290.0
64.0,578.0
197.0,557.0
1302.0,335.0
1866.0,360.0
1586.0,571.0
1875.0,806.0
1400.0,372.0
1761.0,822.0
1661.0,855.0
1159.0,398.0
1609.0,399.0
380.0,645.0
1544.0,598.0
1645.0,799.0
1477.0,548.0
490.0,541.0
1697.0,828.0
1853.0,480.0
1171.0,698.0
472.0,603.0
1049.0,639.0
1787.0,339.0
552.0,568.0
1800.0,568.0
1191.0,675.0
1652.0,339.0
1518.0,621.0
1338.0,813.0
928.0,603.0
1726.0,544.0
1091.0,633.0
269.0,563.0
959.0,606.0
1409.0,788.0
1680.0,778.0
1188.0,625.0
752.0,582.0
1113.0,668.0
493.0,701.0
506.0,631.0
783.0,597.0
1488.0,746.0
1847.0,863.0
1298.0,666.0
704.0,605.0
1749.0,488.0
1531.0,733.0
1396.0,503.0
1844.0,672.0
596.0,587.0
1703.0,1071.0
1618.0,461.0
1285.0,387.0
418.0,557.0
1856.0,928.0
1694.0,366.0
1737.0,353.0
1839.0,820.0
1800.0,488.0
1514.0,763.0
1433.0,457.0
1415.0,567.0
1561.0,329.0
1736.0,721.0
1808.0,347.0
1533.0,422.0
1432.0,418.0
1581.0,670.0
898.0,594.0
1778.0,419.0
1385.0,648.0
538.0,641.0
1443.0,349.0
145.0,864.0
1418.0,317.0
1911.0,632.0
1562.0,458.0
1688.0,602.0
811.0,600.0
1736.0,854.0
1829.0,922.0
1685.0,567.0
1442.0,805.0
1895.0,530.0
1449.0,701.0
1444.0,552.0
1329.0,412.0
1359.0,683.0
1015.0,613.0
1502.0,483.0
1679.0,396.0
1362.0,488.0
1484.0,391.0
1771.0,517.0
1912.0,336.0
1876.0,880.0
637.0,598.0
1896.0,912.0
1903.0,406.0
1478.0,493.0
1263.0,397.0
1049.0,594.0
1651.0,439.0
1901.0,808.0
1509.0,364.0
1724.0,372.0
1240.0,392.0
1520.0,529.0
1878.0,431.0
284.0,584.0
1660.0,407.0
1616.0,782.0
1910.0,465.0
1331.0,698.0
1530.0,364.0
1535.0,479.0
472.0,873.0
1127.0,626.0
1265.0,653.0
1363.0,428.0
1522.0,677.0
1880.0,495.0
1383.0,793.0
1915.0,867.0
1848.0,423.0
1244.0,691.0
1818.0,907.0
47.0,601.0
1908.0,542.0
1826.0,476.0
1814.0,434.0
1580.0,390.0
1236.0,365.0
1684.0,542.0
1331.0,463.0
