x,y
1509.0,2074.0
122.0,2000.0
1672.0,1929.0
35.0,2427.0
145.0,2237.0
1481.0,2222.0
341.0,2281.0
1795.0,1904.0
1665.0,2245.0
59.0,2577.0
172.0,2329.0
1566.0,2235.0
1645.0,2130.0
1718.0,2192.0
1748.0,2328.0
1764.0,2469.0
1731.0,2557.0
38.0,2329.0
1770.0,2173.0
218.0,2169.0
122.0,2157.0
1545.0,2390.0
1749.0,2064.0
1813.0,2414.0
14.0,2229.0
1809.0,2505.0
25.0,2108.0
1816.0,2400.0
1814.0,2359.0
1808.0,2430.0
58.0,2556.0
1813.0,2017.0
1816.0,1898.0
30.0,2249.0
1817.0,2023.0
1557.0,2165.0
1815.0,2440.0
38.0,2416.0
1809.0,2381.0
1871.0,2519.0
2924.0,2385.0
2235.0,1859.0
2818.0,2128.0
2188.0,2656.0
2362.0,2555.0
2274.0,2520.0
2245.0,2422.0
2147.0,2391.0
2653.0,2013.0
2608.0,1908.0
1878.0,2040.0
1883.0,2419.0
2415.0,2731.0
2680.0,2702.0
2818.0,3112.0
2565.0,2512.0
2430.0,2020.0
2823.0,2397.0
2598.0,2061.0
2743.0,2350.0
2924.0,2212.0
2540.0,1922.0
1973.0,1803.0
2764.0,2113.0
2243.0,2175.0
2159.0,2048.0
2715.0,2060.0
2040.0,1898.0
2908.0,2482.0
2480.0,1904.0
1919.0,2140.0
2186.0,2110.0
2162.0,2547.0
2848.0,2261.0
2497.0,2607.0
2709.0,2531.0
2636.0,2494.0
2407.0,2150.0
2109.0,1801.0
2257.0,1986.0
2434.0,2591.0
2122.0,2232.0
1947.0,2500.0
2036.0,2034.0
2315.0,3023.0
2749.0,2661.0
1895.0,2318.0
2313.0,2250.0
2296.0,2618.0
2391.0,2431.0
2636.0,2294.0
2076.0,2348.0
2514.0,2057.0
2018.0,2414.0
2008.0,2317.0
2523.0,2402.0
2579.0,2633.0
2105.0,1989.0
2363.0,2001.0
2356.0,2667.0
1943.0,2362.0
1983.0,2112.0
2236.0,2290.0
2184.0,2287.0
1854.0,2172.0
2506.0,2656.0
1866.0,1868.0
2540.0,2713.0
2177.0,1961.0
2238.0,2006.0
1891.0,2269.0
2204.0,1997.0
1877.0,2174.0
